timestamp,pid,mem_available_kb,swap_used_kb,vmrss_kb,vmswap_kb,rssanon_kb,rssfile_kb,checkpoint_mtime_epoch
2026-07-08T01:07:57+08:00,439,6957760,0,2496,0,612,1884,1783444053
